dbprimary_acc	display_label	description
IPR002205	Topo_IIA_A/C	DNA topoisomerase, type IIA, subunit A/C-terminal
IPR013757	Topo_IIA_A_a_sf	Type IIA DNA topoisomerase subunit A, alpha-helical domain superfamily
IPR013506	Topo_IIA_bsu_dom2	DNA topoisomerase, type IIA, subunit B, domain 2
IPR031660	TOPRIM_C	C-terminal associated domain of TOPRIM
IPR013759	Topo_IIA_B_C	DNA topoisomerase, type IIA, subunit B, C-terminal
IPR006171	TOPRIM_domain	TOPRIM  domain
IPR013758	Topo_IIA_A/C_ab	DNA topoisomerase, type IIA, subunit A/ C-terminal, alpha-beta
IPR001241	Topo_IIA	DNA topoisomerase, type IIA
IPR013760	Topo_IIA-like_dom_sf	DNA topoisomerase, type IIA-like domain superfamily
IPR018522	TopoIIA_CS	DNA topoisomerase, type IIA, conserved site
IPR001154	TopoII_euk	DNA topoisomerase II, eukaryotic-type
IPR032942	BPI/LBP/Plunc	BPI/LBP/Plunc family
IPR001124	Lipid-bd_serum_glycop_C	Lipid-binding serum glycoprotein, C-terminal
IPR017943	Bactericidal_perm-incr_a/b_dom	Bactericidal permeability-increasing protein, alpha/beta domain superfamily
IPR010736	SHIPPO-rpt	Sperm-tail PG-rich repeat
IPR001266	Ribosomal_S19e	Ribosomal protein S19e
IPR038111	Ribosomal_S19e_sf	Ribosomal protein S19e domain superfamily
IPR025661	Pept_asp_AS	Cysteine peptidase, asparagine active site
IPR025660	Pept_his_AS	Cysteine peptidase, histidine active site
IPR000668	Peptidase_C1A_C	Peptidase C1A, papain C-terminal
IPR014720	dsRBD_dom	Double-stranded RNA-binding domain
IPR001578	Peptidase_C12_UCH	Peptidase C12, ubiquitin carboxyl-terminal hydrolase
IPR036959	Peptidase_C12_UCH_sf	Peptidase C12, ubiquitin carboxyl-terminal hydrolase superfamily
IPR000146	FBPase_class-1	Fructose-1,6-bisphosphatase class 1
IPR033391	FBPase_N	Fructose-1-6-bisphosphatase class I, N-terminal
IPR028343	FBPtase	Fructose-1,6-bisphosphatase
IPR044015	FBPase_C_dom	Fructose-1-6-bisphosphatase class 1, C-terminal
IPR023079	SBPase	Sedoheptulose-1,7-bisphosphatase
IPR001300	Peptidase_C2_calpain_cat	Peptidase C2, calpain, catalytic domain
IPR022684	Calpain_cysteine_protease	Peptidase C2, calpain family
IPR016166	FAD-bd_PCMH	FAD-binding domain, PCMH-type
IPR006094	Oxid_FAD_bind_N	FAD linked oxidase, N-terminal
IPR016169	FAD-bd_PCMH_sub2	FAD-binding, type PCMH, subdomain 2
IPR004113	FAD-linked_oxidase_C	FAD-linked oxidase, C-terminal
IPR016167	FAD-bd_PCMH_sub1	FAD-binding, type PCMH, subdomain 1
IPR016171	Vanillyl_alc_oxidase_C-sub2	Vanillyl-alcohol oxidase, C-terminal subdomain 2
IPR036318	FAD-bd_PCMH-like_sf	FAD-binding, type PCMH-like superfamily
IPR016164	FAD-linked_Oxase-like_C	FAD-linked oxidase-like, C-terminal
IPR003140	PLipase/COase/thioEstase	Phospholipase/carboxylesterase/thioesterase
IPR000014	PAS	PAS domain
IPR035965	PAS-like_dom_sf	PAS domain superfamily
IPR021258	DUF2816	Protein of unknown function DUF2816
IPR002641	PNPLA_dom	Patatin-like phospholipase domain
IPR021771	Triacylglycerol_lipase_N	Triacylglycerol lipase, N-terminal
IPR016035	Acyl_Trfase/lysoPLipase	Acyl transferase/acyl hydrolase/lysophospholipase
IPR013057	AA_transpt_TM	Amino acid transporter, transmembrane domain
IPR004583	DNA_repair_Rad4	DNA repair protein Rad4
IPR018328	Rad4_beta-hairpin_dom3	Rad4 beta-hairpin domain 3
IPR018326	Rad4_beta-hairpin_dom1	Rad4 beta-hairpin domain 1
IPR018325	Rad4/PNGase_transGLS-fold	Rad4/PNGase transglutaminase-like fold
IPR018327	BHD_2	Rad4 beta-hairpin domain 2
IPR007246	Gaa1	GPI transamidase component Gaa1
IPR023606	CoA-Trfase_III_dom_sf	CoA-transferase family III domain superfamily
IPR003673	CoA-Trfase_fam_III	CoA-transferase family III
IPR000086	NUDIX_hydrolase_dom	NUDIX hydrolase domain
IPR020084	NUDIX_hydrolase_CS	NUDIX hydrolase, conserved site
IPR007722	DCP2_BoxA	mRNA decapping protein 2, Box A domain
IPR036189	DCP2_BoxA_sf	mRNA decapping protein 2, Box A domain superfamily
IPR015797	NUDIX_hydrolase-like_dom_sf	NUDIX hydrolase-like domain superfamily
IPR020796	ORC5	Origin recognition complex, subunit 5
IPR000403	PI3/4_kinase_cat_dom	Phosphatidylinositol 3-/4-kinase, catalytic domain
IPR015433	PI_Kinase	Phosphatidylinositol kinase
IPR018936	PI3/4_kinase_CS	Phosphatidylinositol 3/4-kinase, conserved site
IPR036940	PI3/4_kinase_cat_sf	Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily
IPR007858	Dpy-30_motif	Dpy-30 motif
IPR001401	Dynamin_GTPase	Dynamin, GTPase domain
IPR000375	Dynamin_stalk	Dynamin stalk domain
IPR022812	Dynamin_SF	Dynamin superfamily
IPR003130	GED	Dynamin GTPase effector
IPR030381	G_DYNAMIN_dom	Dynamin-type guanine nucleotide-binding (G) domain
IPR020850	GED_dom	GTPase effector domain
IPR019762	Dynamin_GTPase_CS	Dynamin, GTPase region, conserved site
IPR026319	ZC2HC1	Zinc finger C2HC domain-containing protein
IPR022968	Tsr3-like	16S/18S rRNA aminocarboxypropyltransferase Tsr3
IPR007177	Tsr3_C	16S/18S rRNA aminocarboxypropyltransferase Tsr3, C-terminal
IPR007209	RNaseL-inhib_metal-bd_dom	RNase L inhibitor RLI, possible metal-binding domain
IPR006629	LITAF	LPS-induced tumour necrosis factor alpha factor
IPR037519	LITAF_fam	LITAF domain containing protein
IPR006876	LMBR1-like_membr_prot	LMBR1-like membrane protein
IPR008139	SaposinB_dom	Saposin B type domain
IPR041805	ASMase/PPN1_MPP	Acid sphingomyelinase/endopolyphosphatase, metallophosphatase domain
IPR011160	Sphingomy_PDE	Sphingomyelin phosphodiesterase
IPR011001	Saposin-like	Saposin-like
IPR003613	Ubox_domain	U box domain
IPR019474	Ub_conjug_fac_E4_core	Ubiquitin conjugation factor E4, core
IPR008266	Tyr_kinase_AS	Tyrosine-protein kinase, active site
IPR018499	Tetraspanin/Peripherin	Tetraspanin/Peripherin
IPR005018	DOMON_domain	DOMON domain
IPR010729	Ribosomal_L47_mit	Ribosomal protein L47, mitochondrial
IPR038340	MRP-L47_sf	MRP-L47 superfamily, mitochondrial
IPR036049	Ribosomal_L29/L35_sf	Ribosomal protein L29/L35 superfamily
IPR025110	AMP-bd_C	AMP-binding enzyme, C-terminal domain
IPR042099	AMP-dep_Synthh-like_sf	AMP-dependent synthetase-like superfamily
IPR001164	ArfGAP_dom	Arf GTPase activating protein
IPR038508	ArfGAP_dom_sf	ArfGAP domain superfamily
IPR037278	ARFGAP/RecO	ARFGAP/RecO-like zinc finger
IPR001155	OxRdtase_FMN_N	NADH:flavin oxidoreductase/NADH oxidase, N-terminal
IPR013785	Aldolase_TIM	Aldolase-type TIM barrel
IPR019412	Iml2/TPR_39	Inclusion body clearance protein Iml2/Tetratricopeptide repeat protein 39
IPR011993	PH-like_dom_sf	PH-like domain superfamily
IPR009072	Histone-fold	Histone-fold
IPR017046	Prenylcysteine_Oxase	Prenylcysteine oxidase
IPR010795	Prenylcys_lyase	Prenylcysteine lyase
IPR007201	Mei2-like_Rrm_C	Mei2-like, C-terminal RNA recognition motif
IPR017981	GPCR_2-like	GPCR, family 2-like
IPR017452	GPCR_Rhodpsn_7TM	GPCR, rhodopsin-like, 7TM
IPR022343	GCR1-cAMP_receptor	GCR1-cAMP receptor
IPR022340	GPCR_GCR1_put	G protein-coupled receptor GCR1 putative
IPR001404	Hsp90_fam	Heat shock protein Hsp90 family
IPR037196	HSP90_C	HSP90, C-terminal domain
IPR019805	Heat_shock_protein_90_CS	Heat shock protein Hsp90, conserved site
IPR020575	Hsp90_N	Heat shock protein Hsp90, N-terminal
IPR025483	Lipase_euk	Lipase, eukaryotic
IPR006693	AB_hydrolase_lipase	Partial AB-hydrolase lipase domain
IPR038959	Prp19	Pre-mRNA-processing factor 19
IPR004181	Znf_MIZ	Zinc finger, MIZ-type
IPR013915	Pre-mRNA_splic_Prp19	Pre-mRNA-splicing factor 19
IPR040909	CHFR_Znf-CRD	E3 ubiquitin-protein ligase CHFR, cysteine rich domain with multizinc binding
IPR019406	APLF_PBZ	Aprataxin and PNK-like factor, PBZ domain
IPR040382	NOL10/Enp2	Nucleolar protein 10/Enp2
IPR012580	NUC153	NUC153
IPR000156	Ran_bind_dom	Ran binding domain
IPR030244	Yor1	Oligomycin resistance ATP-dependent permease Yor1
IPR013766	Thioredoxin_domain	Thioredoxin domain
IPR012336	Thioredoxin-like_fold	Thioredoxin-like fold
IPR002579	Met_Sox_Rdtase_MsrB	Peptide methionine sulphoxide reductase MrsB
IPR028427	Met_Sox_Rdtase	Peptide methionine sulfoxide reductase
IPR011057	Mss4-like_sf	Mss4-like superfamily
IPR025653	Pex1	Peroxisome biogenesis factor 1
IPR009010	Asp_de-COase-like_dom_sf	Aspartate decarboxylase-like domain superfamily
IPR029067	CDC48_domain_2-like_sf	CDC48 domain 2-like superfamily
IPR037750	COPS2	COP9 signalosome complex subunit 2
IPR023332	Proteasome_alpha-type	Proteasome alpha-type subunit
IPR035144	Proteasome_alpha1	Proteasome subunit alpha 1
IPR000426	Proteasome_asu_N	Proteasome alpha-subunit, N-terminal domain
IPR029055	Ntn_hydrolases_N	Nucleophile aminohydrolases, N-terminal
IPR001353	Proteasome_sua/b	Proteasome, subunit alpha/beta
IPR000530	Ribosomal_S12e	Ribosomal protein S12e
IPR004038	Ribosomal_L7Ae/L30e/S12e/Gad45	Ribosomal protein L7Ae/L30e/S12e/Gadd45
IPR029064	L30e-like	50S ribosomal protein L30e-like
IPR018492	Ribosomal_L7Ae/L8/Nhp2	Ribosomal protein L7Ae/L8/Nhp2 family
IPR017926	GATASE	Glutamine amidotransferase
IPR002575	Aminoglycoside_PTrfase	Aminoglycoside phosphotransferase
IPR000649	IF-2B-related	Initiation factor 2B-related
IPR005251	IF-M1Pi	Methylthioribose-1-phosphate isomerase
IPR042529	IF_2B-like_C	Initiation factor 2B-like, C-terminal
IPR009212	Methylthioribose_kinase	Methylthioribose kinase
IPR011559	Initiation_fac_2B_a/b/d	Initiation factor 2B alpha/beta/delta
IPR037171	NagB/RpiA_transferase-like	NagB/RpiA transferase-like
IPR017972	Cyt_P450_CS	Cytochrome P450, conserved site
IPR036396	Cyt_P450_sf	Cytochrome P450 superfamily
IPR001128	Cyt_P450	Cytochrome P450
IPR002403	Cyt_P450_E_grp-IV	Cytochrome P450, E-class, group IV
IPR039663	AIP/AIPL1	AIP/AIPL1
IPR004240	EMP70	Nonaspanin (TM9SF)
IPR009395	BLOC1S1	Biogenesis of lysosome-related organelles complex 1 subunit 1
IPR021622	Afadin/alpha-actinin-bd	Afadin/alpha-actinin-binding
IPR016641	EGD2/NACA	Nascent polypeptide-associated complex subunit alpha
IPR002713	FF_domain	FF domain
IPR001202	WW_dom	WW domain
IPR039726	Prp40-like	Pre-mRNA-processing factor Prp40
IPR036517	FF_domain_sf	FF domain superfamily
IPR036020	WW_dom_sf	WW domain superfamily
IPR004254	AdipoR/HlyIII-related	AdipoR/Haemolysin-III-related
IPR001163	LSM_dom_euk/arc	LSM domain, eukaryotic/archaea-type
IPR010920	LSM_dom_sf	LSM domain superfamily
IPR008530	CCDC22	Coiled-coil domain-containing protein 22
IPR012981	PIH1_N	PIH1, N-terminal
IPR019363	LDAH	Lipid droplet-associated hydrolase
IPR034221	RBM34_RRM2	RBM34, RNA recognition motif 2
IPR034220	RBM34_RRM1	RBM34, RNA recognition motif 1
IPR001040	TIF_eIF_4E	Translation Initiation factor eIF- 4e
IPR023398	TIF_eIF4e-like	Translation Initiation factor eIF- 4e-like
IPR006068	ATPase_P-typ_cation-transptr_C	Cation-transporting P-type ATPase, C-terminal
IPR009050	Globin-like_sf	Globin-like superfamily
IPR039417	Peptidase_C1A_papain-like	Papain-like cysteine endopeptidase
IPR000169	Pept_cys_AS	Cysteine peptidase, cysteine active site
IPR013201	Prot_inhib_I29	Cathepsin propeptide inhibitor domain (I29)
IPR001368	TNFR/NGFR_Cys_rich_reg	TNFR/NGFR cysteine-rich region
IPR017927	FAD-bd_FR_type	FAD-binding domain, ferredoxin reductase-type
IPR013112	FAD-bd_8	FAD-binding 8
IPR039261	FNR_nucleotide-bd	Ferredoxin-NADP reductase (FNR), nucleotide-binding domain
IPR013121	Fe_red_NAD-bd_6	Ferric reductase, NAD binding domain
IPR017938	Riboflavin_synthase-like_b-brl	Riboflavin synthase-like beta-barrel
IPR001849	PH_domain	Pleckstrin homology domain
IPR024453	Peptidase_C92	Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family
IPR005045	CDC50/LEM3_fam	CDC50/LEM3 family
IPR041792	MPP_PAP	Purple acid phosphatase, metallophosphatase domain
IPR025733	Purple_acid_PPase_C_dom	Iron/zinc purple acid phosphatase-like C-terminal domain
IPR039155	MLEC	Malectin
IPR021720	Malectin_dom	Malectin domain
IPR002044	CBM_fam20	Carbohydrate binding module family 20
IPR013784	Carb-bd-like_fold	Carbohydrate-binding-like fold
IPR026983	DHC_fam	Dynein heavy chain
IPR035699	AAA_6	Dynein heavy chain, hydrolytic ATP-binding dynein motor region
IPR007788	QCT	Glutaminyl-peptide cyclotransferase
IPR009783	DUF1348	Protein of unknown function DUF1348
IPR039879	EFC10	EF-hand calcium-binding domain-containing protein 10
IPR000592	Ribosomal_S27e	Ribosomal protein S27e
IPR011332	Ribosomal_zn-bd	Zinc-binding ribosomal protein
IPR008491	CDK5RAP3	CDK5 regulatory subunit-associated protein 3
IPR007587	SAPS	SIT4 phosphatase-associated protein family
IPR003100	PAZ_dom	PAZ domain
IPR019579	UPF0564	Uncharacterised protein family UPF0564
IPR009290	Radial_spoke_3	Radial spoke 3
IPR033121	PEPTIDASE_A1	Peptidase family A1 domain
IPR034164	Pepsin-like_dom	Pepsin-like domain
IPR001461	Aspartic_peptidase_A1	Aspartic peptidase A1 family
IPR001969	Aspartic_peptidase_AS	Aspartic peptidase, active site
IPR021109	Peptidase_aspartic_dom_sf	Aspartic peptidase domain superfamily
IPR013763	Cyclin-like	Cyclin-like
IPR039361	Cyclin	Cyclin
IPR006671	Cyclin_N	Cyclin, N-terminal
IPR036915	Cyclin-like_sf	Cyclin-like superfamily
IPR036181	MIT_dom_sf	MIT domain superfamily
IPR042467	Peptidase_C65_otubain_sub2	Peptidase C65,  otubain, subdomain 2
IPR042468	Peptidase_C65_otubain_sub1	Peptidase C65, otubain, subdomain 1
IPR019400	Peptidase_C65_otubain	Peptidase C65, otubain
IPR019009	SRP_receptor_beta_su	Signal recognition particle receptor, beta subunit
IPR038567	T_Elf1_sf	Transcription elongation factor 1 superfamily
IPR007808	Elf1	Transcription elongation factor 1
IPR003754	4pyrrol_synth_uPrphyn_synth	Tetrapyrrole biosynthesis, uroporphyrinogen III synthase
IPR039793	UROS/Hem4	Uroporphyrinogen-III synthase
IPR036108	4pyrrol_syn_uPrphyn_synt_sf	Tetrapyrrole biosynthesis, uroporphyrinogen III synthase superfamily
IPR034201	RNPS1_RRM	RNPS1, RNA recognition motif
IPR019795	Globin_bac-like_CS	Globin, bacterial-like, conserved site
IPR012292	Globin/Proto	Globin/Protoglobin
IPR000866	AhpC/TSA	Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant
IPR001486	Hemoglobin_trunc	Truncated hemoglobin
IPR004299	MBOAT_fam	Membrane bound O-acyl transferase, MBOAT
IPR008254	Flavodoxin/NO_synth	Flavodoxin/nitric oxide synthase
IPR029039	Flavoprotein-like_sf	Flavoprotein-like superfamily
IPR003097	CysJ-like_FAD-binding	Sulfite reductase [NADPH] flavoprotein alpha-component-like, FAD-binding
IPR023173	NADPH_Cyt_P450_Rdtase_alpha	NADPH-cytochrome p450 reductase, FAD-binding, alpha-helical domain superfamily
IPR002464	DNA/RNA_helicase_DEAH_CS	DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site
IPR011545	DEAD/DEAH_box_helicase_dom	DEAD/DEAH box helicase domain
IPR007502	Helicase-assoc_dom	Helicase-associated domain
IPR011709	DUF1605	Domain of unknown function DUF1605
IPR031567	CRIM_dom	Sin1, middle CRIM domain
IPR041228	Dynein_C	Dynein heavy chain, C-terminal domain
IPR041589	DNAH3_AAA_lid_1	Dynein heavy chain 3, AAA+ lid domain
IPR042228	Dynein_2_C	Dynein heavy chain, domain 2, C-terminal
IPR004273	Dynein_heavy_D6_P-loop	Dynein heavy chain region D6 P-loop domain
IPR042222	Dynein_2_N	Dynein heavy chain, domain 2, N-terminal
IPR043160	Dynein_C_barrel	Dynein heavy chain, C-terminal domain, barrel region
IPR024317	Dynein_heavy_chain_D4_dom	Dynein heavy chain, AAA module D4
IPR041658	AAA_lid_11	Dynein heavy chain AAA lid domain
IPR035706	AAA_9	Dynein heavy chain, ATP-binding dynein motor region
IPR042219	AAA_lid_11_sf	Dynein heavy chain AAA lid domain superfamily
IPR013602	Dynein_heavy_dom-2	Dynein heavy chain, domain-2
IPR043157	Dynein_AAA1S	Dynein heavy chain, AAA1 domain, small subdomain
IPR024743	Dynein_HC_stalk	Dynein heavy chain, coiled coil stalk
IPR041466	Dynein_AAA5_ext	Dynein heavy chain, AAA 5 extension domain
IPR013258	Striatin_N	Striatin, N-terminal
IPR033336	SAXO1/2	Stabilizer of axonemal microtubules 1/2
IPR001245	Ser-Thr/Tyr_kinase_cat_dom	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR009305	Mpo1-like	2-hydroxy-palmitic acid dioxygenase Mpo1-like
IPR027359	Volt_channel_dom_sf	Voltage-dependent channel domain superfamily
IPR020604	CTF/NFI_DNA-bd-dom	CTF transcription factor/nuclear factor 1, DNA-binding domain
IPR008775	Phytyl_CoA_dOase	Phytanoyl-CoA dioxygenase
IPR014018	SecA_motor_DEAD	SecA motor DEAD
IPR000185	SecA	Protein translocase subunit SecA
IPR001480	Bulb-type_lectin_dom	Bulb-type lectin domain
IPR036426	Bulb-type_lectin_dom_sf	Bulb-type lectin domain superfamily
IPR003368	POMP_repeat	Polymorphic outer membrane protein repeat
IPR043472	Macro_dom-like	Macro domain-like
IPR007312	Phosphoesterase	Phosphoesterase
IPR027267	AH/BAR_dom_sf	AH/BAR domain superfamily
IPR000571	Znf_CCCH	Zinc finger, CCCH-type
IPR036397	RNaseH_sf	Ribonuclease H superfamily
IPR002562	3'-5'_exonuclease_dom	3'-5' exonuclease domain
IPR012337	RNaseH-like_sf	Ribonuclease H-like superfamily
IPR027815	PHM7_cyt	10TM putative phosphate transporter, cytosolic domain
IPR008380	HAD-SF_hydro_IG_5-nucl	HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase
IPR034102	Sm_D1	Small nuclear ribonucleoprotein D1
IPR027141	LSm4/Sm_D1/D3	Like-Sm (LSM) domain containing protein, LSm4/SmD1/SmD3
IPR006644	Cadg	Dystroglycan-type cadherin-like
IPR007529	Znf_HIT	Zinc finger, HIT-type
IPR039723	Vps71/ZNHIT1	Vps71/ZNHIT1
IPR000439	Ribosomal_L15e	Ribosomal protein L15e
IPR024794	Rbsml_L15e_core_dom_sf	Ribosomal protein L15e core domain superfamily
IPR012678	Ribosomal_L23/L15e_core_dom_sf	Ribosomal protein L23/L15e core domain superfamily
IPR037753	CSN3	COP9 signalosome complex subunit 3
IPR025749	Sphingomyelin_synth-like_dom	Sphingomyelin synthase-like domain
IPR007523	NDUFAF3/AAMDC	NDUFAF3/Mth938 domain-containing protein
IPR036748	MTH938-like_sf	MTH938-like superfamily
IPR018392	LysM_dom	LysM domain
IPR036779	LysM_dom_sf	LysM domain superfamily
IPR002569	Met_Sox_Rdtase_MsrA	Peptide methionine sulphoxide reductase MsrA
IPR036509	Met_Sox_Rdtase_MsrA_sf	Peptide methionine sulphoxide reductase MsrA superfamily
IPR038727	NadR/Ttd14_AAA_dom	NadR/Ttd14, AAA domain
IPR033469	CYTH-like_dom_sf	CYTH-like domain superfamily
IPR005677	Fum_hydII	Fumarate hydratase, class II
IPR020557	Fumarate_lyase_CS	Fumarate lyase, conserved site
IPR024083	Fumarase/histidase_N	Fumarase/histidase, N-terminal
IPR018951	Fumarase_C_C	Fumarase C, C-terminal
IPR022761	Fumarate_lyase_N	Fumarate lyase, N-terminal
IPR008948	L-Aspartase-like	L-Aspartase-like
IPR000362	Fumarate_lyase_fam	Fumarate lyase family
IPR001247	ExoRNase_PH_dom1	Exoribonuclease, phosphorolytic domain 1
IPR027408	PNPase/RNase_PH_dom_sf	PNPase/RNase PH domain superfamily
IPR019530	Intra-flagellar_transport_57	Intra-flagellar transport protein 57
IPR009890	EI24	Etoposide-induced 2.4
IPR013594	Dynein_heavy_dom-1	Dynein heavy chain, domain-1
IPR040369	ARMC9	LisH domain-containing protein ARMC9
IPR004653	DusA	tRNA-dihydrouridine(20/20a) synthase
IPR035587	DUS-like_FMN-bd	DUS-like, FMN-binding domain
IPR018517	tRNA_hU_synthase_CS	tRNA-dihydrouridine synthase, conserved site
IPR001269	tRNA_hU_synthase	tRNA-dihydrouridine synthase
IPR000795	T_Tr_GTP-bd_dom	Translational (tr)-type GTP-binding domain
IPR035651	BipA_V	BipA, domain V
IPR006298	TypA_GTP-bd	GTP-binding protein TypA
IPR000640	EFG_V-like	Elongation factor EFG, domain V-like
IPR042116	TypA/BipA_C	GTP-binding protein TypA/BipA, C-terminal
IPR035647	EFG_III/V	EF-G domain III/V-like
IPR009000	Transl_B-barrel_sf	Translation protein, beta-barrel domain superfamily
IPR019448	NT-C2	NT-type C2 domain
IPR008217	Ccc1_fam	Ccc1 family
IPR030616	Aur	Aurora kinase
IPR003121	SWIB_MDM2_domain	SWIB/MDM2 domain
IPR036885	SWIB_MDM2_dom_sf	SWIB/MDM2 domain superfamily
IPR019835	SWIB_domain	SWIB domain
IPR006569	CID_dom	CID domain
IPR008942	ENTH_VHS	ENTH/VHS
IPR029151	Sensor-like_sf	Periplasmic sensor-like domain superfamily
IPR023393	START-like_dom_sf	START-like domain superfamily
IPR002913	START_lipid-bd_dom	START domain
IPR001431	Pept_M16_Zn_BS	Peptidase M16, zinc-binding site
IPR032632	Peptidase_M16_M	Peptidase M16, middle/third domain
IPR011765	Pept_M16_N	Peptidase M16, N-terminal
IPR007863	Peptidase_M16_C	Peptidase M16, C-terminal
IPR011249	Metalloenz_LuxS/M16	Metalloenzyme, LuxS/M16 peptidase-like
IPR002219	PE/DAG-bd	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain
IPR033192	CCDC151	Coiled-coil domain-containing protein 151
IPR003929	K_chnl_BK_asu	Calcium-activated potassium channel BK, alpha subunit
IPR010908	Longin_dom	Longin domain
IPR011012	Longin-like_dom_sf	Longin-like domain superfamily
IPR018202	Ser_caboxypep_ser_AS	Serine carboxypeptidase, serine active site
IPR002921	Fungal_lipase-like	Fungal lipase-like domain
IPR000620	EamA_dom	EamA domain
IPR033124	Ser_caboxypep_his_AS	Serine carboxypeptidases, histidine active site
IPR043556	StARD5/6	StAR-related lipid transfer protein 5/6
IPR002347	SDR_fam	Short-chain dehydrogenase/reductase SDR
IPR001357	BRCT_dom	BRCT domain
IPR012178	RFC1	Replication factor C subunit 1
IPR036420	BRCT_dom_sf	BRCT domain superfamily
